id,rut_personal,id_hora,rut_paciente,fecha_hora,monto,estado,mediopago,bono,boleta,vaucher
1128,94023614-4,2677,93738834-2,2025-04-07 16:00:00,2132690,0,0,0,0,0
1129,57378727-6,955,44480804-6,2025-04-24 16:00:00,3238968,0,0,0,0,0
1130,94023614-4,2053,55539940-3,2025-04-06 08:30:00,2820245,0,0,0,0,0
1131,57378727-6,507,49190437-8,2025-04-21 11:45:00,3092497,0,0,0,0,0
1132,95208514-3,2553,25422399-6,2025-04-22 14:30:00,3120345,0,0,0,0,0
1133,94023614-4,647,30716561-0,2025-04-19 11:45:00,35000,0,0,0,0,0
1134,57378727-6,904,64744316-9,2025-04-04 18:45:00,1600123,1,1,0,273,131
1135,57378727-6,969,61617949-1,2025-04-05 14:30:00,2820245,0,0,0,0,0
1136,57378727-6,2317,34310135-9,2025-04-25 12:00:00,3010000,0,0,0,0,0
1137,94023614-4,3163,40388373-6,2025-04-07 16:00:00,3010000,0,0,0,0,0
1138,94023614-4,1119,67260949-6,2025-04-13 18:00:00,1600123,0,0,0,0,0
1139,86209409-0,153,20114723-0,2025-04-17 10:30:00,2132690,0,0,0,0,0
1140,57378727-6,1098,55790193-3,2025-04-26 10:15:00,3092497,0,0,0,0,0
1141,57378727-6,1584,32043482-6,2025-04-21 09:00:00,2800365,0,0,0,0,0
1142,86209409-0,2676,16625683-2,2025-04-27 18:15:00,50500,0,0,0,0,0
1143,86209409-0,3346,21870177-9,2025-04-29 08:00:00,2086651,0,0,0,0,0
1144,94023614-4,3272,48863238-8,2025-04-04 08:45:00,1600123,0,0,0,0,0
1145,22767738-4,854,27423273-6,2025-04-01 13:00:00,3081058,0,0,0,0,0
1146,86209409-0,3130,98041254-1,2025-04-11 18:00:00,35000,0,0,0,0,0
1147,94023614-4,1701,24554256-3,2025-04-23 12:00:00,1750012,0,0,0,0,0
1148,94023614-4,3499,81164868-4,2025-04-22 10:00:00,2820245,1,2,0,274,132
1149,94023614-4,304,12031991-9,2025-04-23 17:30:00,3238968,0,0,0,0,0
1150,57378727-6,2359,83733104-2,2025-04-17 10:15:00,2800365,1,3,0,275,0
1151,86209409-0,3620,93738834-2,2025-04-12 14:15:00,3010000,0,0,0,0,0
1152,86209409-0,498,88755903-1,2025-04-12 17:30:00,2105020,1,2,0,276,133
1153,95208514-3,2487,94361312-4,2025-04-10 12:45:00,3092497,0,0,0,0,0
1154,94023614-4,2576,44722314-7,2025-04-15 10:00:00,2506300,0,0,0,0,0
1155,57378727-6,2026,48411300-7,2025-04-21 14:45:00,1800999,0,0,0,0,0
1156,86209409-0,1510,89765444-6,2025-04-22 14:15:00,2506300,0,0,0,0,0
1157,73177104-4,357,45846060-8,2025-04-17 14:00:00,1750012,0,0,0,0,0
1158,22767738-4,2192,27470077-6,2025-04-16 15:30:00,2820245,0,0,0,0,0
1159,95208514-3,2254,58074747-6,2025-04-17 13:00:00,2132690,1,2,0,277,134
1160,86209409-0,349,32043482-6,2025-04-09 08:45:00,3081058,0,0,0,0,0
1161,95208514-3,1012,92670172-1,2025-04-16 14:45:00,3010000,1,1,0,278,135
1162,73177104-4,2437,26529183-7,2025-04-11 13:00:00,3081058,0,0,0,0,0
1163,22767738-4,61,12120279-7,2025-04-18 12:00:00,3238968,0,0,0,0,0
1164,95208514-3,2485,27470077-6,2025-04-04 14:00:00,2105020,0,0,0,0,0
1165,57378727-6,609,53337367-3,2025-04-11 11:30:00,3092497,0,0,0,0,0
1166,86209409-0,2732,55223444-3,2025-04-09 08:30:00,3092497,1,3,0,279,0
1167,73177104-4,3507,35405564-1,2025-04-03 15:00:00,3120345,0,0,0,0,0
1168,95208514-3,2476,68316971-1,2025-04-01 09:00:00,2727431,0,0,0,0,0
1169,86209409-0,2130,91096368-2,2025-05-02 17:30:00,3120345,0,0,0,0,0
1170,86209409-0,532,17091110-7,2025-04-24 16:45:00,1750012,0,0,0,0,0
1171,57378727-6,336,52872009-7,2025-04-19 09:30:00,3092497,0,0,0,0,0
1172,73177104-4,3315,39009356-0,2025-04-07 15:30:00,3238968,1,4,0,280,0
1173,94023614-4,916,77121423-7,2025-04-06 16:30:00,2086651,0,0,0,0,0
1174,95208514-3,2244,12429516-4,2025-05-02 08:30:00,2506300,0,0,0,0,0
1175,94023614-4,160,68040732-2,2025-04-05 09:15:00,3092497,0,0,0,0,0
1176,86209409-0,2627,99550289-1,2025-04-29 17:45:00,2086651,1,3,0,281,0
1177,57378727-6,2928,49873347-8,2025-04-24 11:15:00,1800999,0,0,0,0,0
1178,86209409-0,3522,75833080-6,2025-04-17 12:45:00,3092497,0,0,0,0,0
1179,94023614-4,203,67552699-5,2025-04-30 17:45:00,1800999,0,0,0,0,0
1180,95208514-3,3040,48263743-9,2025-04-09 16:45:00,2086651,0,0,0,0,0
1181,86209409-0,3082,36809677-6,2025-04-04 09:30:00,3120345,0,0,0,0,0
1182,86209409-0,1490,30716561-0,2025-04-19 18:15:00,2820245,0,0,0,0,0
1183,95208514-3,3432,16625683-2,2025-04-11 11:30:00,2506300,0,0,0,0,0
1184,86209409-0,2687,66594934-8,2025-04-15 13:15:00,2086651,1,4,0,282,0
1185,73177104-4,2740,60593511-0,2025-04-05 15:00:00,2086651,1,4,0,283,0
1186,57378727-6,2863,80061523-7,2025-04-18 14:45:00,3238968,0,0,0,0,0
1187,95208514-3,3551,59644030-9,2025-04-08 18:15:00,3238968,1,3,0,284,0
1188,57378727-6,419,99921909-4,2025-05-01 14:15:00,1800999,0,0,0,0,0
1189,95208514-3,3002,37035246-9,2025-04-10 17:00:00,2727431,0,0,0,0,0
1190,95208514-3,2817,25422399-6,2025-04-15 15:00:00,2506300,0,0,0,0,0
1191,95208514-3,897,40388373-6,2025-04-21 15:45:00,3120345,0,0,0,0,0
1192,95208514-3,1654,20940665-3,2025-04-13 15:00:00,3081058,0,0,0,0,0
1193,57378727-6,1458,46367453-0,2025-05-01 12:30:00,35000,1,1,0,0,136
1194,86209409-0,3574,49261253-8,2025-04-15 12:30:00,3120345,0,0,0,0,0
1195,73177104-4,2794,74803113-9,2025-04-05 18:15:00,1800999,0,0,0,0,0
1196,95208514-3,3097,81768570-2,2025-04-16 18:45:00,2105020,0,0,0,0,0
1197,22767738-4,2261,33424109-6,2025-04-15 15:30:00,1750012,0,0,0,0,0
1198,22767738-4,3349,70812597-6,2025-04-02 18:00:00,50500,0,0,0,0,0
1199,95208514-3,2044,46367453-0,2025-04-11 09:45:00,1600123,0,0,0,0,0
1200,73177104-4,1022,25939458-6,2025-04-14 12:00:00,2086651,0,0,0,0,0
1201,22767738-4,1998,31950796-6,2025-04-17 10:00:00,3238968,0,0,0,0,0
1202,22767738-4,1650,45152877-6,2025-04-05 11:30:00,50500,0,0,0,0,0
1203,22767738-4,1853,77724461-4,2025-04-17 13:15:00,2105020,1,2,0,285,137
1204,95208514-3,2582,90942860-9,2025-04-04 14:00:00,25300,0,0,0,0,0
1205,94023614-4,625,19557494-0,2025-04-08 18:15:00,2727431,0,0,0,0,0
1206,22767738-4,3113,45056798-6,2025-04-21 11:15:00,2727431,1,2,0,286,138
1207,73177104-4,2121,98418033-8,2025-04-01 16:30:00,3238968,0,0,0,0,0
1208,57378727-6,3514,66747669-9,2025-04-11 12:30:00,3238968,1,3,0,287,0
1209,57378727-6,2391,81164868-4,2025-04-20 08:00:00,3092497,0,0,0,0,0
1210,86209409-0,3581,33424109-6,2025-04-09 08:30:00,2820245,0,0,0,0,0
1211,73177104-4,1935,25422399-6,2025-04-21 11:45:00,2800365,0,0,0,0,0
1212,94023614-4,750,90438698-1,2025-04-13 08:30:00,3092497,1,2,0,288,139
1213,95208514-3,2385,15347792-3,2025-04-08 14:45:00,2800365,1,3,0,289,0
1214,94023614-4,3501,77724461-4,2025-04-23 18:45:00,3238968,0,0,0,0,0
1215,73177104-4,1289,74803113-9,2025-04-24 14:30:00,3092497,0,0,0,0,0
1216,86209409-0,1140,38196101-9,2025-04-08 08:00:00,35000,0,0,0,0,0
1217,94023614-4,1987,45056798-6,2025-04-17 18:45:00,50500,0,0,0,0,0
1218,57378727-6,2744,94361312-4,2025-04-16 08:00:00,2132690,0,0,0,0,0
1219,94023614-4,1313,59644030-9,2025-04-29 08:30:00,3238968,0,0,0,0,0
1220,57378727-6,3325,47192537-4,2025-04-23 10:45:00,1800999,1,2,0,290,140
1221,57378727-6,369,97926155-6,2025-04-05 16:30:00,3238968,1,4,0,291,0
1222,86209409-0,1665,20940665-3,2025-04-18 14:45:00,50500,0,0,0,0,0
1223,22767738-4,2219,56565081-1,2025-04-17 09:30:00,1750012,0,0,0,0,0
1224,22767738-4,1593,91766615-6,2025-04-03 10:30:00,1800999,0,0,0,0,0
1225,22767738-4,2623,67384344-0,2025-04-24 11:30:00,2086651,0,0,0,0,0
1226,57378727-6,3208,12429516-4,2025-04-08 10:45:00,3010000,0,0,0,0,0
1227,22767738-4,3142,98720208-3,2025-04-15 16:00:00,1600123,0,0,0,0,0
1228,95208514-3,3613,11852079-8,2025-04-01 15:45:00,3010000,0,0,0,0,0
1229,57378727-6,701,51263568-1,2025-04-15 11:45:00,3081058,1,2,0,292,141
1230,22767738-4,2942,67552699-5,2025-04-18 16:15:00,2800365,0,0,0,0,0
1231,86209409-0,1877,58501550-1,2025-04-05 11:00:00,1600123,0,0,0,0,0
1232,95208514-3,743,48115949-8,2025-04-22 10:45:00,3081058,0,0,0,0,0
1233,94023614-4,265,26529183-7,2025-04-15 13:15:00,2132690,1,2,0,293,142
1234,22767738-4,2413,22212788-6,2025-04-10 14:00:00,3081058,0,0,0,0,0
1235,86209409-0,2295,58719444-0,2025-04-30 10:00:00,3238968,0,0,0,0,0
1236,57378727-6,1900,77121423-7,2025-04-05 18:00:00,1800999,1,1,0,294,143
1237,57378727-6,1083,51263568-1,2025-04-02 14:45:00,2727431,0,0,0,0,0
1238,73177104-4,1892,12120279-7,2025-04-20 16:45:00,1600123,0,0,0,0,0
1239,86209409-0,2781,31462078-5,2025-04-29 09:30:00,2506300,0,0,0,0,0
1240,95208514-3,2637,49197992-8,2025-04-20 11:00:00,2820245,1,1,0,295,144
1241,94023614-4,1898,32090021-3,2025-04-25 08:30:00,2506300,1,4,0,296,0
1242,86209409-0,3427,11458745-0,2025-04-17 13:15:00,2105020,0,0,0,0,0
1243,94023614-4,3505,89066256-8,2025-04-02 09:00:00,3120345,1,3,0,297,0
1244,57378727-6,199,25939458-6,2025-05-02 15:30:00,1800999,0,0,0,0,0
1245,95208514-3,1719,25811298-1,2025-04-07 16:30:00,3092497,0,0,0,0,0
1246,22767738-4,1072,51263568-1,2025-04-14 08:30:00,2086651,0,0,0,0,0
1247,73177104-4,2837,77724461-4,2025-04-28 14:15:00,1600123,0,0,0,0,0
1248,22767738-4,3101,74402817-6,2025-04-04 17:15:00,3081058,0,0,0,0,0
1249,73177104-4,155,67260949-6,2025-04-25 08:30:00,3081058,0,0,0,0,0
1250,86209409-0,2501,45846060-8,2025-04-03 12:45:00,2800365,0,0,0,0,0
1251,95208514-3,556,82205587-1,2025-04-10 18:45:00,2800365,0,0,0,0,0
1252,94023614-4,273,67552699-5,2025-04-20 17:30:00,3010000,0,0,0,0,0
1253,22767738-4,871,97980836-2,2025-04-07 14:45:00,2800365,0,0,0,0,0
1254,22767738-4,254,40484874-8,2025-04-27 11:45:00,3238968,1,2,0,298,145
1255,94023614-4,1787,73899711-4,2025-04-18 10:00:00,3081058,0,0,0,0,0
1256,86209409-0,2762,49873347-8,2025-04-27 13:30:00,1600123,1,1,0,299,146
1257,22767738-4,963,25422399-6,2025-04-05 18:30:00,2820245,0,0,0,0,0
1258,22767738-4,191,78662663-0,2025-04-21 12:00:00,2800365,0,0,0,0,0
1259,57378727-6,1831,32043482-6,2025-04-18 18:45:00,3081058,0,0,0,0,0
1260,95208514-3,2694,87997004-2,2025-04-03 08:00:00,2086651,0,0,0,0,0
1261,86209409-0,355,91096368-2,2025-04-21 08:00:00,1600123,0,0,0,0,0
1262,57378727-6,3585,84295710-6,2025-04-21 11:45:00,2506300,1,4,0,300,0
1263,86209409-0,1217,90788070-1,2025-04-20 10:15:00,2820245,0,0,0,0,0
1264,95208514-3,2311,17973044-7,2025-04-06 17:00:00,2727431,0,0,0,0,0
1265,94023614-4,1291,77724461-4,2025-04-14 08:30:00,2800365,0,0,0,0,0
1266,86209409-0,3161,62903851-4,2025-04-03 14:15:00,2105020,0,0,0,0,0
1267,94023614-4,232,15074844-0,2025-04-27 08:00:00,2132690,0,0,0,0,0
1268,86209409-0,1880,60593511-0,2025-04-14 14:00:00,2105020,0,0,0,0,0
1269,86209409-0,997,20953102-0,2025-04-15 18:15:00,1600123,0,0,0,0,0
1270,94023614-4,680,87722745-4,2025-04-08 14:00:00,2086651,0,0,0,0,0
1271,95208514-3,3504,77724461-4,2025-04-08 08:00:00,3120345,0,0,0,0,0
1272,57378727-6,645,94761985-0,2025-04-04 10:30:00,3092497,1,2,0,301,147
1273,57378727-6,2369,87997004-2,2025-04-20 16:00:00,3081058,0,0,0,0,0
1274,94023614-4,1368,16226259-9,2025-04-24 14:15:00,1750012,0,0,0,0,0
1275,22767738-4,1283,48863238-8,2025-04-16 08:30:00,3238968,1,2,0,302,148
1276,73177104-4,1723,49197992-8,2025-04-26 15:45:00,3120345,0,0,0,0,0
1277,22767738-4,3010,33791677-0,2025-04-21 08:00:00,2105020,0,0,0,0,0
1278,57378727-6,12,49873347-8,2025-04-21 11:15:00,1600123,0,0,0,0,0
1279,73177104-4,548,19557494-0,2025-04-01 13:00:00,3010000,0,0,0,0,0
1280,95208514-3,2906,57581646-4,2025-04-28 13:45:00,1800999,0,0,0,0,0
1281,57378727-6,174,16251209-1,2025-04-04 18:15:00,2132690,0,0,0,0,0
1282,86209409-0,2389,56640243-9,2025-04-25 12:30:00,50500,0,0,0,0,0
1283,95208514-3,3089,98967597-1,2025-04-08 11:30:00,2105020,0,0,0,0,0
1284,73177104-4,3290,68316971-1,2025-04-15 12:45:00,1750012,0,0,0,0,0
1285,95208514-3,1811,15074844-0,2025-04-02 09:15:00,3120345,0,0,0,0,0
1286,86209409-0,2584,20272755-6,2025-05-01 08:30:00,3120345,0,0,0,0,0
1287,57378727-6,834,11458745-0,2025-04-01 11:45:00,3120345,0,0,0,0,0
1288,94023614-4,1781,89765444-6,2025-05-01 17:15:00,3081058,0,0,0,0,0
1289,86209409-0,584,69145853-7,2025-04-21 16:30:00,3081058,0,0,0,0,0
1290,73177104-4,3500,74402817-6,2025-04-17 15:15:00,1600123,1,4,0,303,0
1291,22767738-4,40,60593511-0,2025-04-20 18:15:00,3120345,0,0,0,0,0
1292,86209409-0,195,16625683-2,2025-04-02 09:00:00,3238968,0,0,0,0,0
1293,57378727-6,3596,93827792-4,2025-05-01 12:30:00,3010000,0,0,0,0,0
1294,94023614-4,2037,22212788-6,2025-04-11 13:30:00,2086651,0,0,0,0,0
1295,22767738-4,1501,74402817-6,2025-04-04 13:15:00,2727431,0,0,0,0,0
1296,86209409-0,3569,27075358-5,2025-04-18 09:00:00,3120345,0,0,0,0,0
1297,95208514-3,1605,97926155-6,2025-04-25 18:15:00,2105020,0,0,0,0,0
1298,22767738-4,2263,55539940-3,2025-04-13 09:00:00,2820245,0,0,0,0,0
1299,22767738-4,2302,92670172-1,2025-04-19 13:15:00,1600123,1,4,0,304,0
1300,57378727-6,3592,49291952-0,2025-04-09 10:30:00,3081058,0,0,0,0,0
1301,86209409-0,3394,95838628-5,2025-04-18 12:45:00,3092497,1,4,0,305,0
1302,86209409-0,1571,56565081-1,2025-04-11 17:15:00,1800999,0,0,0,0,0
1303,73177104-4,852,95838628-5,2025-04-18 18:15:00,3120345,1,4,0,306,0
1304,22767738-4,109,11592484-9,2025-04-24 09:15:00,2506300,1,1,0,307,149
1305,73177104-4,2833,58501550-1,2025-04-07 09:30:00,35000,0,0,0,0,0
1306,22767738-4,990,98720208-3,2025-04-20 15:45:00,2105020,0,0,0,0,0
1307,95208514-3,1879,78093216-6,2025-04-16 17:00:00,2727431,1,4,0,308,0
1308,86209409-0,2166,50066254-1,2025-04-04 16:15:00,3238968,1,2,0,309,150
1309,73177104-4,388,53337367-3,2025-04-23 17:30:00,3092497,0,0,0,0,0
1310,95208514-3,394,83733104-2,2025-05-02 10:00:00,3238968,1,4,0,310,0
1311,22767738-4,1062,36809677-6,2025-04-24 08:15:00,2800365,0,0,0,0,0
1312,22767738-4,256,94152364-3,2025-04-06 16:15:00,3081058,0,0,0,0,0
1313,94023614-4,752,97980836-2,2025-04-21 10:15:00,3010000,0,0,0,0,0
1314,22767738-4,2382,59644030-9,2025-04-24 18:15:00,2105020,0,0,0,0,0
1315,57378727-6,1997,29519188-7,2025-04-11 10:30:00,3081058,0,0,0,0,0
1316,94023614-4,285,53337367-3,2025-04-29 17:45:00,1600123,0,0,0,0,0
1317,73177104-4,2683,12802093-1,2025-04-07 18:45:00,3238968,0,0,0,0,0
1318,86209409-0,991,40388373-6,2025-04-02 10:15:00,3081058,0,0,0,0,0
1319,86209409-0,2725,36809677-6,2025-04-17 13:30:00,1750012,0,0,0,0,0
1320,94023614-4,2800,99921909-4,2025-04-18 08:15:00,1750012,0,0,0,0,0
1321,22767738-4,3241,41416859-6,2025-04-27 18:30:00,2800365,1,4,0,311,0
1322,94023614-4,533,37035246-9,2025-04-25 17:30:00,3120345,0,0,0,0,0
1323,94023614-4,3435,79159576-1,2025-04-05 17:30:00,3120345,1,2,0,312,151
1324,94023614-4,1867,11852079-8,2025-04-30 15:45:00,3120345,0,0,0,0,0
1325,86209409-0,330,51992140-2,2025-04-08 17:30:00,3092497,0,0,0,0,0
1326,86209409-0,3301,12457845-7,2025-04-04 15:30:00,3120345,0,0,0,0,0
1327,22767738-4,568,25422399-6,2025-04-26 14:30:00,35000,0,0,0,0,0
1328,95208514-3,3326,35405564-1,2025-04-21 08:30:00,2506300,1,4,0,313,0
1329,57378727-6,1073,98041254-1,2025-04-16 15:30:00,2086651,0,0,0,0,0
1330,73177104-4,250,62237414-5,2025-04-05 09:00:00,2800365,0,0,0,0,0
1331,73177104-4,1056,86853828-8,2025-04-25 13:15:00,2727431,1,2,0,314,152
1332,22767738-4,1616,22212788-6,2025-04-17 16:30:00,2800365,1,2,0,315,153
1333,22767738-4,451,33791677-0,2025-05-02 15:15:00,3120345,0,0,0,0,0
1334,95208514-3,117,77121423-7,2025-04-10 09:30:00,2086651,1,1,0,316,154
1335,86209409-0,2376,61864673-3,2025-04-24 08:15:00,2105020,0,0,0,0,0
1336,94023614-4,429,67260949-6,2025-04-09 14:30:00,2800365,0,0,0,0,0
1337,86209409-0,2066,37640277-4,2025-04-21 18:45:00,3120345,0,0,0,0,0
1338,86209409-0,2924,33791677-0,2025-05-01 12:15:00,1750012,0,0,0,0,0
1339,94023614-4,1230,12120279-7,2025-04-11 18:15:00,3238968,1,1,0,317,155
1340,22767738-4,1954,15347792-3,2025-04-02 18:45:00,2727431,0,0,0,0,0
1341,57378727-6,1244,78678453-4,2025-04-25 15:15:00,3081058,0,0,0,0,0
1342,73177104-4,306,46930558-3,2025-03-31 12:15:00,2727431,1,4,0,318,0
1343,94023614-4,262,95838628-5,2025-04-11 11:00:00,2132690,0,0,0,0,0
1344,57378727-6,2874,70414825-8,2025-04-04 16:15:00,2506300,1,2,0,319,156
1345,73177104-4,1713,91766615-6,2025-04-10 09:15:00,3010000,0,0,0,0,0
1346,86209409-0,1346,24554256-3,2025-04-27 14:15:00,1750012,0,0,0,0,0
1347,73177104-4,1918,68040732-2,2025-04-18 09:15:00,2086651,0,0,0,0,0
1348,22767738-4,2554,65660643-5,2025-04-11 14:30:00,1800999,0,0,0,0,0
1349,95208514-3,2099,20114723-0,2025-04-23 12:45:00,3081058,0,0,0,0,0
1350,73177104-4,1515,79018541-2,2025-04-26 10:15:00,2727431,0,0,0,0,0
1351,86209409-0,2886,25811298-1,2025-04-05 12:30:00,2727431,0,0,0,0,0
1352,94023614-4,3455,32818392-4,2025-04-01 09:15:00,50500,1,2,0,320,157
1353,94023614-4,3158,98720208-3,2025-04-20 10:45:00,1750012,0,0,0,0,0
1354,94023614-4,1355,63708168-9,2025-04-28 15:45:00,2727431,0,0,0,0,0
1355,95208514-3,1832,44920115-1,2025-04-28 16:30:00,2105020,0,0,0,0,0
1356,57378727-6,552,25811298-1,2025-04-14 18:45:00,1750012,0,0,0,0,0
1357,57378727-6,409,12457845-7,2025-04-28 15:15:00,2727431,0,0,0,0,0
1358,95208514-3,3568,61864673-3,2025-04-27 09:30:00,3081058,0,0,0,0,0
1359,95208514-3,638,46367453-0,2025-04-17 12:15:00,2800365,0,0,0,0,0
1360,57378727-6,1087,87722745-4,2025-04-14 11:30:00,50500,0,0,0,0,0
1361,73177104-4,3414,90438698-1,2025-04-17 17:30:00,3120345,1,2,0,321,158
1362,57378727-6,6,60775663-1,2025-04-30 16:00:00,3092497,0,0,0,0,0
1363,94023614-4,2352,56565081-1,2025-04-14 13:15:00,2727431,0,0,0,0,0
1364,94023614-4,124,91766615-6,2025-04-27 17:15:00,1600123,0,0,0,0,0
1365,57378727-6,3571,19557494-0,2025-04-27 12:45:00,2132690,1,4,0,322,0
1366,86209409-0,1852,95838628-5,2025-04-18 17:45:00,1750012,0,0,0,0,0
1367,95208514-3,1103,96253618-2,2025-04-14 16:45:00,25300,0,0,0,0,0
1368,22767738-4,2967,63958627-0,2025-04-16 12:15:00,1800999,1,2,0,323,159
1369,22767738-4,3026,41515034-6,2025-04-03 14:15:00,3092497,0,0,0,0,0
1370,73177104-4,1590,63958627-0,2025-04-10 16:15:00,3010000,0,0,0,0,0
1371,95208514-3,3017,49261253-8,2025-04-22 17:45:00,2086651,1,1,0,324,160
1372,57378727-6,2450,86332222-2,2025-04-06 14:30:00,3238968,1,2,0,325,161
1373,57378727-6,2050,45152877-6,2025-04-19 10:00:00,2506300,0,0,0,0,0
1374,22767738-4,1347,15869307-3,2025-04-27 08:45:00,3081058,0,0,0,0,0
1375,95208514-3,3576,33424109-6,2025-05-01 12:00:00,3120345,1,4,0,326,0
1376,73177104-4,179,68040732-2,2025-04-19 12:00:00,1750012,0,0,0,0,0
1377,94023614-4,868,17973044-7,2025-04-27 09:00:00,3120345,0,0,0,0,0
1378,57378727-6,3466,74402817-6,2025-04-21 18:00:00,1800999,1,2,0,327,162
1379,95208514-3,1863,25422399-6,2025-04-24 17:30:00,2727431,0,0,0,0,0
1380,94023614-4,1841,78093216-6,2025-05-01 08:30:00,3238968,0,0,0,0,0
1381,86209409-0,1850,38196101-9,2025-04-27 14:00:00,3081058,1,4,0,328,0
1382,94023614-4,2976,75563674-2,2025-04-21 17:00:00,3010000,1,1,0,329,163
1383,94023614-4,822,72424451-8,2025-04-09 14:00:00,3010000,0,0,0,0,0
1384,22767738-4,1708,21870177-9,2025-04-23 18:30:00,2132690,0,0,0,0,0
1385,86209409-0,594,94361312-4,2025-04-11 11:45:00,2105020,0,0,0,0,0
1386,73177104-4,670,95838628-5,2025-04-27 12:30:00,1600123,0,0,0,0,0
1387,22767738-4,2921,52872009-7,2025-04-22 12:45:00,2820245,0,0,0,0,0
1388,94023614-4,3124,26529183-7,2025-04-16 16:30:00,3120345,0,0,0,0,0
1389,73177104-4,828,55539940-3,2025-04-01 18:15:00,3081058,1,2,0,330,164
1390,94023614-4,624,41710986-9,2025-05-02 11:00:00,2727431,0,0,0,0,0
1391,22767738-4,3107,89066256-8,2025-05-03 09:00:00,50500,0,0,0,0,0
1392,22767738-4,1641,67552699-5,2025-04-30 11:15:00,3092497,0,0,0,0,0
1393,94023614-4,1772,53337367-3,2025-04-27 17:00:00,2506300,1,3,0,331,0
1394,22767738-4,967,51992140-2,2025-05-01 12:30:00,2727431,1,2,0,332,165
1395,73177104-4,1038,75833080-6,2025-04-04 13:15:00,2820245,0,0,0,0,0
1396,86209409-0,3239,33469812-2,2025-04-29 18:45:00,35000,0,0,0,0,0
1397,86209409-0,1309,37926941-4,2025-04-20 11:00:00,1750012,0,0,0,0,0
1398,57378727-6,2071,38867100-7,2025-04-09 13:45:00,3010000,0,0,0,0,0
1399,94023614-4,2331,66264861-2,2025-04-27 14:15:00,3120345,0,0,0,0,0
1400,57378727-6,1521,23788335-3,2025-04-04 13:00:00,2132690,0,0,0,0,0
1401,86209409-0,24,40884415-9,2025-04-04 16:45:00,1750012,0,0,0,0,0
1402,57378727-6,1796,95431346-9,2025-04-11 10:30:00,1750012,0,0,0,0,0
1403,86209409-0,1862,38867100-7,2025-04-13 12:30:00,2727431,0,0,0,0,0
1404,57378727-6,318,27423273-6,2025-04-15 16:00:00,2800365,0,0,0,0,0
1405,57378727-6,842,45846060-8,2025-04-09 09:45:00,1800999,0,0,0,0,0
1406,57378727-6,1039,40484874-8,2025-04-29 10:30:00,2506300,0,0,0,0,0
1407,57378727-6,1606,72222830-6,2025-04-07 14:00:00,2727431,0,0,0,0,0
1408,73177104-4,3311,55322795-0,2025-04-29 12:45:00,3010000,0,0,0,0,0
1409,86209409-0,1807,94361312-4,2025-04-29 11:45:00,2506300,0,0,0,0,0
1410,22767738-4,436,74402817-6,2025-04-25 18:00:00,3092497,1,2,0,333,166
1411,86209409-0,3469,51263568-1,2025-04-20 16:45:00,3120345,0,0,0,0,0
1412,86209409-0,2186,60775663-1,2025-04-10 16:45:00,2132690,0,0,0,0,0
1413,73177104-4,1988,63708168-9,2025-04-14 18:00:00,3238968,0,0,0,0,0
1414,86209409-0,32,44920115-1,2025-04-24 09:30:00,35000,0,0,0,0,0
1415,57378727-6,389,67384344-0,2025-04-27 08:15:00,1750012,1,4,0,334,0
1416,86209409-0,3145,98967597-1,2025-04-05 08:00:00,50500,0,0,0,0,0
1417,57378727-6,3478,96253618-2,2025-04-24 08:45:00,2132690,1,2,0,335,167
1418,86209409-0,3431,16226259-9,2025-04-04 10:45:00,2800365,0,0,0,0,0
1419,95208514-3,2313,16226259-9,2025-04-08 08:45:00,1750012,1,3,0,336,0
1420,73177104-4,1151,21398093-5,2025-04-16 18:30:00,2506300,0,0,0,0,0
1421,94023614-4,3051,99352036-1,2025-04-14 09:00:00,3238968,0,0,0,0,0
1422,95208514-3,762,38324156-4,2025-04-22 12:15:00,2727431,1,3,0,337,0
1423,73177104-4,2771,80062558-9,2025-04-29 10:30:00,1750012,0,0,0,0,0
1424,86209409-0,2214,45152877-6,2025-04-12 13:15:00,2800365,1,1,0,338,168
1425,57378727-6,2404,49197992-8,2025-04-17 10:30:00,50500,0,0,0,0,0
1426,22767738-4,2770,48322668-8,2025-04-08 17:15:00,3238968,1,3,0,339,0
1427,22767738-4,221,22212788-6,2025-05-02 17:30:00,2105020,0,0,0,0,0
1428,86209409-0,2150,43024906-8,2025-04-09 13:45:00,3120345,1,2,0,340,169
1429,94023614-4,3133,45623694-9,2025-04-23 08:00:00,50500,0,0,0,0,0
1430,73177104-4,2240,22519178-2,2025-04-26 12:45:00,2800365,0,0,0,0,0
1431,86209409-0,3111,12031991-9,2025-04-10 08:45:00,1800999,0,0,0,0,0
1432,57378727-6,3625,32043482-6,2025-04-27 14:15:00,2727431,0,0,0,0,0
1433,22767738-4,294,45152877-6,2025-04-16 15:45:00,2105020,0,0,0,0,0
1434,95208514-3,423,41710986-9,2025-04-06 08:45:00,2727431,0,0,0,0,0
1435,22767738-4,2742,81768570-2,2025-04-22 10:15:00,2506300,1,1,0,341,170
1436,94023614-4,519,78803927-1,2025-04-17 12:15:00,3238968,0,0,0,0,0
1437,95208514-3,2233,63958627-0,2025-04-06 13:45:00,2086651,0,0,0,0,0
1438,94023614-4,1580,65484630-3,2025-04-19 17:45:00,2086651,0,0,0,0,0
1439,22767738-4,959,38867100-7,2025-04-17 11:00:00,1800999,0,0,0,0,0
