numero,id_hora,rut_paciente,fecha_hora,comentario
1030,351,32090021-3,2025-04-09 15:00:00,Realizacion de cirugia neurologica
1031,789,93738834-2,2025-04-23 17:30:00,Realizacion de cirugia en torax
1032,613,78943450-5,2025-04-26 15:45:00,Realizacion de cirugia neurologica
1033,1564,45475720-7,2025-04-14 17:45:00,Realizacion de cirugia ortopedica
1034,328,30263166-2,2025-04-30 11:45:00,Realizacion de cirugia plastica
1035,404,23572980-4,2025-04-16 15:45:00,Realizacion de cirugia ortopedica
1036,3117,23572980-4,2025-04-23 09:00:00,Realizacion de cirugia cardiovascular
1037,2310,44920115-1,2025-04-25 18:15:00,Realizacion de cirugia cardiovascular
1038,1135,49197992-8,2025-04-30 09:00:00,Realizacion de cirugia plastica
1039,3455,32818392-4,2025-04-03 09:15:00,Dolor abdominal y nauseas
1040,2367,17091110-7,2025-04-13 16:15:00,Realizacion de cirugia abdominal
1041,732,87997004-2,2025-04-03 10:15:00,Realizacion de cirugia en torax
1042,2705,86332222-2,2025-04-13 10:45:00,Realizacion de cirugia cardiovascular
1043,850,68234030-5,2025-04-28 18:45:00,Realizacion de cirugia cardiovascular
1044,283,24554256-3,2025-04-19 17:00:00,Realizacion de cirugia otorrinolaringologica
1045,239,12457845-7,2025-04-21 15:30:00,Realizacion de cirugia en torax
1046,150,66747669-9,2025-04-12 15:00:00,Realizacion de cirugia abdominal
1047,90,30310762-2,2025-04-14 13:00:00,Realizacion de cirugia ortopedica
1048,1357,53337367-3,2025-04-25 12:15:00,Realizacion de cirugia renal
1049,31,21870177-9,2025-04-27 16:00:00,Realizacion de cirugia neurologica
1050,1721,34310135-9,2025-04-14 13:30:00,Realizacion de cirugia ortopedica
1051,1498,15347792-3,2025-04-21 08:15:00,Realizacion de cirugia en torax
1052,3362,61617949-1,2025-04-02 09:15:00,Realizacion de cirugia abdominal
1053,448,22769853-9,2025-04-08 14:00:00,Realizacion de cirugia renal
1054,704,56809478-6,2025-04-30 18:15:00,Realizacion de cirugia renal
1055,535,95010809-6,2025-04-11 09:30:00,Realizacion de cirugia abdominal
1056,2539,29962868-0,2025-04-11 10:15:00,Realizacion de cirugia renal
1057,1149,12802093-1,2025-04-27 09:00:00,Realizacion de cirugia ortopedica
1058,685,40521119-8,2025-04-03 16:30:00,Realizacion de cirugia renal
1059,3016,33791677-0,2025-04-22 10:45:00,Realizacion de cirugia en torax
1060,3625,32043482-6,2025-04-27 14:15:00,Realizacion de cirugia en torax
1061,368,90438698-1,2025-04-16 09:45:00,Realizacion de cirugia cardiovascular
1062,3184,56809478-6,2025-04-16 12:15:00,Realizacion de cirugia otorrinolaringologica
1063,885,12429516-4,2025-04-17 17:45:00,Realizacion de cirugia neurologica
1064,2942,67552699-5,2025-04-18 16:15:00,Realizacion de cirugia ortopedica
1065,941,27423273-6,2025-04-11 09:30:00,Realizacion de cirugia en torax
1066,3223,50692374-0,2025-04-26 08:15:00,Realizacion de cirugia neurologica
1067,886,90160627-1,2025-04-07 13:00:00,Realizacion de cirugia plastica
1068,635,81768570-2,2025-04-20 12:15:00,Realizacion de cirugia en torax
1069,1677,68040732-2,2025-04-23 11:15:00,Realizacion de cirugia renal
1070,1671,31462078-5,2025-04-15 17:45:00,Realizacion de cirugia otorrinolaringologica
1071,1597,93738834-2,2025-04-26 13:00:00,Revision de cicatriz postoperatoria
1072,1559,37035246-9,2025-04-12 10:30:00,Realizacion de cirugia plastica
1073,1902,11981843-5,2025-04-27 09:00:00,Realizacion de cirugia otorrinolaringologica
1074,1219,69145853-7,2025-04-19 14:00:00,Realizacion de cirugia neurologica
1075,2292,55539940-3,2025-04-06 18:15:00,Realizacion de cirugia en torax
1076,1845,36428633-7,2025-04-10 16:15:00,Realizacion de cirugia renal
1077,1769,30716561-0,2025-04-09 09:00:00,Realizacion de cirugia otorrinolaringologica
1078,3193,66747669-9,2025-04-07 15:15:00,Realizacion de cirugia en torax
1079,1159,23788335-3,2025-04-30 10:45:00,Realizacion de cirugia plastica
1080,3660,58501550-1,2025-04-28 16:15:00,Realizacion de cirugia otorrinolaringologica
1081,3259,32340622-6,2025-04-21 12:45:00,Realizacion de cirugia renal
1082,1233,50396459-7,2025-04-27 13:15:00,Realizacion de cirugia en torax
1083,3406,34310135-9,2025-04-19 09:15:00,Realizacion de cirugia neurologica
1084,1477,67260949-6,2025-04-25 16:45:00,Realizacion de cirugia otorrinolaringologica
1085,1371,99352036-1,2025-04-07 12:30:00,Realizacion de cirugia renal
1086,2025,80061523-7,2025-04-30 18:00:00,Problemas respiratorios
1087,2119,46367453-0,2025-04-27 18:15:00,Realizacion de cirugia neurologica
1088,1403,56809478-6,2025-05-01 14:00:00,Realizacion de cirugia ortopedica
1089,2667,30310762-2,2025-04-19 17:30:00,Realizacion de cirugia en torax
1090,680,87722745-4,2025-04-09 14:00:00,Realizacion de cirugia abdominal
1091,2803,45623694-9,2025-04-09 16:15:00,Problemas respiratorios
1092,3500,74402817-6,2025-04-19 15:15:00,Realizacion de cirugia ortopedica
1093,1373,93738834-2,2025-04-19 08:15:00,Realizacion de cirugia cardiovascular
1094,3647,67552699-5,2025-04-20 16:45:00,Realizacion de cirugia abdominal
1095,617,98720208-3,2025-04-11 11:15:00,Realizacion de cirugia cardiovascular
1096,1976,44722314-7,2025-04-06 14:45:00,Realizacion de cirugia neurologica
1097,914,20953102-0,2025-04-30 17:30:00,Realizacion de cirugia abdominal
1098,154,35405564-1,2025-04-08 10:00:00,Realizacion de cirugia ortopedica
1099,1416,79018541-2,2025-04-22 14:00:00,Realizacion de cirugia en torax
1100,1673,69482795-6,2025-04-22 09:30:00,Solicitud de radiografia
1101,1144,16625683-2,2025-04-29 12:45:00,Realizacion de cirugia en torax
1102,2756,70414825-8,2025-04-04 13:15:00,Realizacion de cirugia ortopedica
1103,1788,81164868-4,2025-04-13 16:00:00,Realizacion de cirugia otorrinolaringologica
1104,249,30310762-2,2025-04-29 09:00:00,Realizacion de cirugia renal
1105,3301,12457845-7,2025-04-06 15:30:00,Realizacion de cirugia cardiovascular
1106,2089,10615206-0,2025-04-04 17:45:00,Realizacion de cirugia otorrinolaringologica
1107,3086,19557494-0,2025-04-18 18:45:00,Realizacion de cirugia en torax
1108,55,11981843-5,2025-04-08 18:45:00,Realizacion de cirugia neurologica
1109,762,38324156-4,2025-04-20 12:15:00,Realizacion de cirugia abdominal
1110,936,50692374-0,2025-04-04 11:45:00,Realizacion de cirugia plastica
1111,1571,56565081-1,2025-04-13 17:15:00,Realizacion de cirugia renal
1112,3560,29519188-7,2025-04-28 11:15:00,Realizacion de cirugia ortopedica
1113,1062,36809677-6,2025-04-23 08:15:00,Realizacion de cirugia neurologica
1114,310,50692374-0,2025-04-02 10:45:00,Realizacion de cirugia plastica
1115,1413,15869307-3,2025-04-03 09:45:00,Realizacion de cirugia otorrinolaringologica
1116,790,81164868-4,2025-05-01 12:30:00,Realizacion de cirugia otorrinolaringologica
1117,3046,81768570-2,2025-04-24 13:15:00,Realizacion de cirugia neurologica
1118,1645,55223444-3,2025-04-14 13:30:00,Realizacion de cirugia neurologica
1119,843,65012894-9,2025-04-18 12:15:00,Realizacion de cirugia cardiovascular
1120,1236,74402817-6,2025-04-11 18:15:00,Solicitud de examen de sangre
1121,2146,95431346-9,2025-04-28 16:00:00,Realizacion de cirugia en torax
1122,3505,89066256-8,2025-04-04 09:00:00,Realizacion de cirugia ortopedica
1123,953,14100953-3,2025-04-19 12:45:00,Realizacion de cirugia otorrinolaringologica
1124,1936,19805123-3,2025-04-24 11:15:00,Realizacion de cirugia en torax
1125,1081,67384344-0,2025-04-07 16:00:00,Realizacion de cirugia otorrinolaringologica
1126,2201,48263743-9,2025-04-08 15:00:00,Realizacion de cirugia plastica
1127,701,51263568-1,2025-04-13 11:45:00,Realizacion de cirugia cardiovascular
1128,961,95595189-5,2025-04-15 16:45:00,Realizacion de cirugia cardiovascular
1129,427,29962868-0,2025-04-27 17:00:00,Realizacion de cirugia abdominal
1130,1,61864673-3,2025-04-10 08:45:00,Realizacion de cirugia neurologica
1131,2429,83733104-2,2025-04-25 10:15:00,Realizacion de cirugia en torax
1132,1229,44920115-1,2025-04-10 08:45:00,Realizacion de cirugia en torax
1133,512,60775663-1,2025-04-26 14:45:00,Realizacion de cirugia en torax
1134,2160,19805123-3,2025-04-09 10:15:00,Realizacion de cirugia otorrinolaringologica
1135,254,40484874-8,2025-04-27 11:45:00,Realizacion de cirugia plastica
1136,2932,57891601-9,2025-04-13 08:45:00,Realizacion de cirugia abdominal
1137,17,65660643-5,2025-04-19 12:00:00,Realizacion de cirugia neurologica
1138,1924,51263568-1,2025-04-05 09:30:00,Realizacion de cirugia renal
1139,1497,88755903-1,2025-04-15 13:15:00,Realizacion de cirugia otorrinolaringologica
1140,2716,30263166-2,2025-04-05 16:00:00,Realizacion de cirugia en torax
1141,2919,50396459-7,2025-04-03 14:45:00,Realizacion de cirugia en torax
1142,718,78310737-4,2025-04-02 14:00:00,Realizacion de cirugia plastica
1143,784,62237414-5,2025-04-19 18:00:00,Realizacion de cirugia abdominal
1144,1330,99550289-1,2025-04-27 17:00:00,Realizacion de cirugia en torax
1145,1629,55223444-3,2025-04-30 15:00:00,Realizacion de cirugia neurologica
1146,2578,91096368-2,2025-04-08 15:15:00,Realizacion de cirugia abdominal
1147,2026,48411300-7,2025-04-19 14:45:00,Realizacion de cirugia ortopedica
1148,1742,78662663-0,2025-04-06 10:00:00,Realizacion de cirugia plastica
1149,1368,16226259-9,2025-04-26 14:15:00,Realizacion de cirugia ortopedica
1150,918,63952204-2,2025-04-26 16:15:00,Realizacion de cirugia neurologica
1151,2573,92670172-1,2025-04-14 12:00:00,Realizacion de cirugia neurologica
1152,1913,45056798-6,2025-04-28 16:45:00,Realizacion de cirugia cardiovascular
1153,492,12031991-9,2025-04-04 12:00:00,Realizacion de cirugia otorrinolaringologica
1154,703,87751822-9,2025-04-20 10:45:00,Realizacion de cirugia en torax
1155,1298,22212788-6,2025-04-22 16:45:00,Realizacion de cirugia cardiovascular
1156,180,59604556-2,2025-04-16 14:00:00,Realizacion de cirugia plastica
1157,35,97926155-6,2025-04-28 10:15:00,Realizacion de cirugia otorrinolaringologica
1158,659,55223444-3,2025-04-09 15:15:00,Realizacion de cirugia en torax
1159,2557,60775663-1,2025-04-10 10:15:00,Realizacion de cirugia en torax
1160,1504,34310135-9,2025-04-25 08:45:00,Realizacion de cirugia renal
1161,3105,45623694-9,2025-04-10 18:00:00,Realizacion de cirugia otorrinolaringologica
1162,2085,19015534-8,2025-04-05 12:45:00,Realizacion de cirugia plastica
1163,2495,69145853-7,2025-04-12 17:15:00,Realizacion de cirugia en torax
1164,626,48863238-8,2025-04-23 14:00:00,Realizacion de cirugia cardiovascular
1165,212,35405564-1,2025-04-16 08:30:00,Realizacion de cirugia en torax
1166,66,31462078-5,2025-04-09 14:00:00,Realizacion de cirugia ortopedica
1167,1414,45955017-8,2025-04-18 15:45:00,Realizacion de cirugia ortopedica
1168,3061,55539940-3,2025-04-22 10:45:00,Realizacion de cirugia abdominal
1169,2649,80062558-9,2025-04-09 08:15:00,Realizacion de cirugia neurologica
1170,3376,37602034-5,2025-04-26 16:15:00,Realizacion de cirugia cardiovascular
1171,1046,64744316-9,2025-04-24 14:15:00,Realizacion de cirugia neurologica
1172,2250,50066254-1,2025-04-17 14:30:00,Realizacion de cirugia renal
1173,2174,58719444-0,2025-04-22 15:45:00,Realizacion de cirugia ortopedica
1174,2217,87997004-2,2025-04-30 18:00:00,Realizacion de cirugia abdominal
1175,1274,17973044-7,2025-04-15 17:30:00,Realizacion de cirugia renal
1176,292,60334032-8,2025-04-29 13:45:00,Realizacion de cirugia ortopedica
1177,1905,94152364-3,2025-04-28 16:15:00,Realizacion de cirugia cardiovascular
1178,2782,90438698-1,2025-04-09 10:45:00,Realizacion de cirugia plastica
1179,2358,25422399-6,2025-04-21 09:15:00,Realizacion de cirugia renal
1180,3630,87751822-9,2025-04-14 09:00:00,Realizacion de cirugia otorrinolaringologica
1181,356,24735893-2,2025-04-03 16:45:00,Realizacion de cirugia abdominal
1182,619,95595189-5,2025-04-18 18:15:00,Realizacion de cirugia plastica
1183,1595,25422399-6,2025-04-26 15:30:00,Realizacion de cirugia ortopedica
1184,2159,14100953-3,2025-04-08 08:15:00,Realizacion de cirugia plastica
1185,742,84638972-5,2025-04-20 09:00:00,Realizacion de cirugia otorrinolaringologica
1186,127,28592060-1,2025-04-13 10:15:00,Realizacion de cirugia ortopedica
1187,1934,17091110-7,2025-04-21 10:15:00,Realizacion de cirugia plastica
1188,3204,58074747-6,2025-04-14 08:15:00,Realizacion de cirugia en torax
1189,3294,26529183-7,2025-04-10 10:45:00,Realizacion de cirugia renal
1190,1210,55643376-9,2025-04-11 17:30:00,Realizacion de cirugia ortopedica
1191,522,55322795-0,2025-04-18 09:00:00,Realizacion de cirugia ortopedica
1192,304,12031991-9,2025-04-23 17:30:00,Realizacion de cirugia ortopedica
1193,1857,87722745-4,2025-04-13 13:30:00,Realizacion de cirugia otorrinolaringologica
1194,3503,48411300-7,2025-04-28 12:30:00,Realizacion de cirugia ortopedica
1195,410,31950796-6,2025-04-25 08:15:00,Realizacion de cirugia plastica
1196,264,10615206-0,2025-04-07 08:30:00,Realizacion de cirugia cardiovascular
1197,50,68234030-5,2025-04-24 16:30:00,Realizacion de cirugia cardiovascular
1198,2606,45475720-7,2025-04-22 18:45:00,Realizacion de cirugia otorrinolaringologica
1199,1823,91766615-6,2025-04-19 18:00:00,Realizacion de cirugia abdominal
1200,3469,51263568-1,2025-04-20 16:45:00,Realizacion de cirugia plastica
1201,336,52872009-7,2025-04-19 09:30:00,Realizacion de cirugia cardiovascular
1202,463,27423273-6,2025-04-06 11:45:00,Realizacion de cirugia ortopedica
1203,780,85188169-7,2025-04-18 15:45:00,Realizacion de cirugia plastica
1204,226,80062558-9,2025-05-01 08:30:00,Realizacion de cirugia plastica
1205,2355,87997004-2,2025-04-04 11:30:00,Realizacion de cirugia neurologica
1206,1284,90889318-2,2025-04-10 16:00:00,Realizacion de cirugia en torax
1207,2134,90942860-9,2025-04-27 16:45:00,Realizacion de cirugia abdominal
1208,534,16625683-2,2025-04-14 17:45:00,Realizacion de cirugia otorrinolaringologica
1209,1426,95838628-5,2025-04-02 08:00:00,Realizacion de cirugia otorrinolaringologica
1210,2840,78310737-4,2025-04-27 11:30:00,Realizacion de cirugia renal
1211,2835,74402817-6,2025-04-04 12:00:00,Realizacion de cirugia abdominal
1212,2218,98720208-3,2025-04-03 10:30:00,Realizacion de cirugia renal
1213,783,63708168-9,2025-04-28 14:15:00,Realizacion de cirugia neurologica
1214,1354,81164868-4,2025-04-03 16:30:00,Realizacion de cirugia en torax
1215,3008,56565081-1,2025-04-12 17:15:00,Realizacion de cirugia otorrinolaringologica
1216,1810,46930558-3,2025-04-29 17:15:00,Realizacion de cirugia renal
1217,524,28841318-9,2025-05-01 15:45:00,Realizacion de cirugia renal
1218,426,90206203-1,2025-04-10 13:45:00,Realizacion de cirugia en torax
1219,719,43959822-2,2025-04-13 17:45:00,Realizacion de cirugia renal
1220,196,41710986-9,2025-04-19 10:45:00,Realizacion de cirugia neurologica
1221,3265,89066256-8,2025-04-28 13:00:00,Realizacion de cirugia plastica
1222,2031,92670172-1,2025-04-04 09:00:00,Realizacion de cirugia ortopedica
1223,1678,60334032-8,2025-04-25 17:00:00,Realizacion de cirugia abdominal
1224,3302,30310762-2,2025-04-07 09:15:00,Realizacion de cirugia abdominal
1225,3160,90889318-2,2025-04-28 10:45:00,Realizacion de cirugia cardiovascular
1226,2846,46930558-3,2025-04-10 13:00:00,Realizacion de cirugia otorrinolaringologica
1227,2723,89066256-8,2025-04-11 16:00:00,Realizacion de cirugia ortopedica
1228,2544,23788335-3,2025-04-28 18:15:00,Realizacion de cirugia renal
1229,406,48115949-8,2025-04-05 12:15:00,Realizacion de cirugia plastica
1230,373,40484874-8,2025-04-29 10:15:00,Realizacion de cirugia ortopedica
1231,2752,13087595-1,2025-04-29 12:30:00,Realizacion de cirugia neurologica
1232,1692,59644030-9,2025-04-06 10:30:00,Realizacion de cirugia ortopedica
1233,1789,21398093-5,2025-04-16 15:45:00,Realizacion de cirugia cardiovascular
1234,2464,21398093-5,2025-04-29 08:45:00,Realizacion de cirugia renal
1235,3059,24735893-2,2025-04-13 11:00:00,Realizacion de cirugia abdominal
1236,2604,48863238-8,2025-04-05 09:00:00,Consulta general
1237,1937,27470077-6,2025-04-20 12:00:00,Realizacion de cirugia ortopedica
1238,3607,95838628-5,2025-05-01 16:45:00,Realizacion de cirugia ortopedica
1239,491,77724461-4,2025-04-16 16:45:00,Realizacion de cirugia plastica
1240,2059,43959822-2,2025-04-14 13:00:00,Realizacion de cirugia renal
1241,2492,96998252-1,2025-04-02 14:15:00,Consulta general
1242,2224,21398093-5,2025-04-05 10:45:00,Realizacion de cirugia cardiovascular
1243,2722,32090021-3,2025-04-19 13:00:00,Realizacion de cirugia renal
1244,2251,81778485-8,2025-04-30 17:45:00,Realizacion de cirugia plastica
1245,2674,33469812-2,2025-04-27 10:15:00,Realizacion de cirugia renal
1246,3589,38867100-7,2025-04-04 16:45:00,Realizacion de cirugia renal
1247,3413,49261253-8,2025-04-27 12:00:00,Realizacion de cirugia abdominal
1248,2879,97372190-1,2025-04-25 15:15:00,Realizacion de cirugia neurologica
1249,1181,26529183-7,2025-04-16 15:45:00,Solicitud de radiografia
1250,2867,25811298-1,2025-04-24 16:15:00,Realizacion de cirugia cardiovascular
1251,266,20272755-6,2025-04-05 12:30:00,Realizacion de cirugia renal
1252,3219,60334032-8,2025-04-18 13:30:00,Realizacion de cirugia ortopedica
1253,3268,48863238-8,2025-04-26 18:45:00,Realizacion de cirugia otorrinolaringologica
1254,3218,38324156-4,2025-04-10 08:30:00,Realizacion de cirugia cardiovascular
1255,3645,80061523-7,2025-04-21 17:30:00,Realizacion de cirugia en torax
1256,1156,33469812-2,2025-04-16 18:00:00,Realizacion de cirugia otorrinolaringologica
1257,1679,59604556-2,2025-04-13 12:00:00,Realizacion de cirugia ortopedica
1258,2567,26529183-7,2025-04-19 14:00:00,Realizacion de cirugia otorrinolaringologica
1259,2697,11981843-5,2025-04-07 09:30:00,Realizacion de cirugia plastica
1260,2719,67384344-0,2025-04-24 17:15:00,Realizacion de cirugia plastica
1261,299,90788070-1,2025-04-26 16:45:00,Realizacion de cirugia neurologica
1262,2220,65310865-3,2025-04-30 12:45:00,Realizacion de cirugia abdominal
1263,3655,72222830-6,2025-04-26 18:45:00,Realizacion de cirugia ortopedica
1264,2039,21870177-9,2025-04-06 17:30:00,Realizacion de cirugia neurologica
1265,1730,41710986-9,2025-04-13 09:30:00,Realizacion de cirugia otorrinolaringologica
1266,2263,55539940-3,2025-04-14 09:00:00,Realizacion de cirugia en torax
1267,3499,81164868-4,2025-04-21 10:00:00,Realizacion de cirugia renal
1268,1709,36809677-6,2025-04-25 11:30:00,Realizacion de cirugia plastica
1269,556,82205587-1,2025-04-11 18:45:00,Realizacion de cirugia renal
1270,2320,32090021-3,2025-04-15 14:30:00,Realizacion de cirugia ortopedica
